Время;"IP источника";"порт источника";"IP получателя";"порт получателя";пакетов;байт;протокол
"2013-07-05 14:25:56";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:25:56";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:26:06";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:26:06";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:26:16";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:26:16";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:26:21";10.99.1.12;51346;87.240.131.204;80;6;1454;tcp
"2013-07-05 14:26:21";93.191.13.103;80;10.99.1.12;51521;3;124;tcp
"2013-07-05 14:26:22";87.240.131.204;80;10.99.1.12;51346;6;954;tcp
"2013-07-05 14:26:22";10.99.1.12;51521;93.191.13.103;80;4;172;tcp
"2013-07-05 14:26:26";10.99.1.12;51406;87.240.134.178;80;6;1444;tcp
"2013-07-05 14:26:26";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:26:27";87.240.134.178;80;10.99.1.12;51406;6;950;tcp
"2013-07-05 14:26:27";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:26:36";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:26:36";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:26:46";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:26:46";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:26:56";93.158.134.203;0;10.99.1.12;0;9;540;icmp
"2013-07-05 14:26:56";10.99.1.12;8;93.158.134.203;0;9;540;icmp
"2013-07-05 14:27:06";93.158.134.203;0;10.99.1.12;0;11;660;icmp
"2013-07-05 14:27:06";10.99.1.12;8;93.158.134.203;0;11;660;icmp
"2013-07-05 14:27:11";10.99.1.12;51346;87.240.131.204;80;6;1454;tcp
"2013-07-05 14:27:11";87.240.131.204;80;10.99.1.12;51346;6;954;tcp
"2013-07-05 14:27:16";10.99.1.12;51406;87.240.134.178;80;6;1444;tcp
"2013-07-05 14:27:16";93.158.134.203;0;10.99.1.12;0;9;540;icmp
"2013-07-05 14:27:17";87.240.134.178;80;10.99.1.12;51406;6;950;tcp
"2013-07-05 14:27:17";10.99.1.12;8;93.158.134.203;0;9;540;icmp
"2013-07-05 14:27:26";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:27:26";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:27:36";93.191.13.103;80;10.99.1.12;51522;3;124;tcp
"2013-07-05 14:27:37";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:27:37";10.99.1.12;51522;93.191.13.103;80;4;172;tcp
"2013-07-05 14:27:37";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:27:46";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:27:47";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:27:56";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:27:57";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:28:01";10.99.1.12;51346;87.240.131.204;80;4;767;tcp
"2013-07-05 14:28:02";87.240.131.204;80;10.99.1.12;51346;4;874;tcp
"2013-07-05 14:28:06";10.99.1.12;51406;87.240.134.178;80;4;762;tcp
"2013-07-05 14:28:07";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:28:07";87.240.134.178;80;10.99.1.12;51406;4;870;tcp
"2013-07-05 14:28:07";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:28:16";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:28:17";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:28:26";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:28:27";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:28:31";10.99.1.12;51346;87.240.131.204;80;5;1414;tcp
"2013-07-05 14:28:32";87.240.131.204;80;10.99.1.12;51346;5;557;tcp
"2013-07-05 14:28:36";10.99.1.12;51406;87.240.134.178;80;5;1404;tcp
"2013-07-05 14:28:37";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:28:37";87.240.134.178;80;10.99.1.12;51406;5;555;tcp
"2013-07-05 14:28:37";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:28:46";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:28:47";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:28:51";10.99.1.12;51523;93.191.13.100;80;4;172;tcp
"2013-07-05 14:28:52";93.191.13.100;80;10.99.1.12;51523;3;124;tcp
"2013-07-05 14:28:56";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:28:57";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:29:06";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:29:07";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:29:16";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:29:17";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:29:21";10.99.1.12;51346;87.240.131.204;80;6;1454;tcp
"2013-07-05 14:29:22";87.240.131.204;80;10.99.1.12;51346;6;954;tcp
"2013-07-05 14:29:26";10.99.1.12;51406;87.240.134.178;80;6;1444;tcp
"2013-07-05 14:29:27";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:29:27";87.240.134.178;80;10.99.1.12;51406;6;950;tcp
"2013-07-05 14:29:27";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:29:36";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:29:37";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:29:47";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:29:47";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:29:56";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:29:56";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:30:06";93.191.13.103;80;10.99.1.12;51524;3;124;tcp
"2013-07-05 14:30:06";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:30:07";10.99.1.12;51524;93.191.13.103;80;4;172;tcp
"2013-07-05 14:30:07";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:30:11";10.99.1.12;51346;87.240.131.204;80;6;1454;tcp
"2013-07-05 14:30:11";87.240.131.204;80;10.99.1.12;51346;6;954;tcp
"2013-07-05 14:30:16";10.99.1.12;51406;87.240.134.178;80;6;1444;tcp
"2013-07-05 14:30:16";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:30:17";87.240.134.178;80;10.99.1.12;51406;6;950;tcp
"2013-07-05 14:30:17";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:30:26";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:30:26";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:30:36";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:30:36";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:30:46";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:30:46";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:30:56";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:30:56";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:31:01";10.99.1.12;51346;87.240.131.204;80;4;767;tcp
"2013-07-05 14:31:01";87.240.131.204;80;10.99.1.12;51346;4;874;tcp
"2013-07-05 14:31:06";10.99.1.12;51406;87.240.134.178;80;6;1444;tcp
"2013-07-05 14:31:06";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:31:07";87.240.134.178;80;10.99.1.12;51406;6;950;tcp
"2013-07-05 14:31:07";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:31:16";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:31:16";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:31:21";93.191.13.103;80;10.99.1.12;51525;3;124;tcp
"2013-07-05 14:31:21";10.99.1.12;51525;93.191.13.103;80;4;172;tcp
"2013-07-05 14:31:26";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:31:26";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:31:31";10.99.1.12;51346;87.240.131.204;80;5;1414;tcp
"2013-07-05 14:31:32";87.240.131.204;80;10.99.1.12;51346;5;557;tcp
"2013-07-05 14:31:36";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:31:37";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:31:46";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:31:47";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:31:56";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:31:57";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:32:01";10.99.1.12;51406;87.240.134.178;80;6;1444;tcp
"2013-07-05 14:32:02";87.240.134.178;80;10.99.1.12;51406;6;950;tcp
"2013-07-05 14:32:06";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:32:07";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:32:16";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:32:17";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:32:21";10.99.1.12;51346;87.240.131.204;80;6;1454;tcp
"2013-07-05 14:32:22";93.191.13.103;80;10.99.1.12;51526;3;124;tcp
"2013-07-05 14:32:22";87.240.131.204;80;10.99.1.12;51346;6;954;tcp
"2013-07-05 14:32:22";10.99.1.12;51526;93.191.13.103;80;4;172;tcp
"2013-07-05 14:32:26";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:32:27";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:32:36";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:32:37";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:32:46";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:32:47";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:32:51";10.99.1.12;51406;87.240.134.178;80;6;1444;tcp
"2013-07-05 14:32:52";87.240.134.178;80;10.99.1.12;51406;6;950;tcp
"2013-07-05 14:32:56";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:32:57";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:33:06";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:33:07";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:33:11";10.99.1.12;51346;87.240.131.204;80;6;1454;tcp
"2013-07-05 14:33:12";87.240.131.204;80;10.99.1.12;51346;6;954;tcp
"2013-07-05 14:33:16";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:33:17";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:33:26";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:33:27";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:33:36";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:33:37";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:33:41";10.99.1.12;51406;87.240.134.178;80;6;1444;tcp
"2013-07-05 14:33:42";87.240.134.178;80;10.99.1.12;51406;6;950;tcp
"2013-07-05 14:33:46";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:33:47";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:33:52";93.191.13.100;80;10.99.1.12;51527;3;124;tcp
"2013-07-05 14:33:52";10.99.1.12;51527;93.191.13.100;80;4;172;tcp
"2013-07-05 14:33:56";93.158.134.203;0;10.99.1.12;0;9;540;icmp
"2013-07-05 14:33:56";10.99.1.12;8;93.158.134.203;0;9;540;icmp
"2013-07-05 14:34:01";10.99.1.12;51346;87.240.131.204;80;6;1454;tcp
"2013-07-05 14:34:01";87.240.131.204;80;10.99.1.12;51346;6;954;tcp
"2013-07-05 14:34:06";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:34:06";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:34:16";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:34:16";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:34:26";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:34:26";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:34:31";10.99.1.12;51406;87.240.134.178;80;4;762;tcp
"2013-07-05 14:34:31";87.240.134.178;80;10.99.1.12;51406;4;870;tcp
"2013-07-05 14:34:36";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:34:36";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:34:46";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:34:46";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:34:51";93.191.13.100;80;10.99.1.12;51528;3;124;tcp
"2013-07-05 14:34:51";10.99.1.12;51528;93.191.13.100;80;4;172;tcp
"2013-07-05 14:34:56";10.99.1.12;51346;87.240.131.204;80;6;1454;tcp
"2013-07-05 14:34:56";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:34:57";173.194.47.201;443;10.99.1.12;51529;11;4244;tcp
"2013-07-05 14:34:57";10.99.1.12;51529;173.194.47.201;443;12;2129;tcp
"2013-07-05 14:34:57";87.240.131.204;80;10.99.1.12;51346;6;954;tcp
"2013-07-05 14:34:57";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:35:01";10.99.1.12;51406;87.240.134.178;80;5;1404;tcp
"2013-07-05 14:35:01";87.240.134.178;80;10.99.1.12;51406;5;555;tcp
"2013-07-05 14:35:06";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:35:06";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:35:16";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:35:16";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:35:26";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:35:26";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:35:36";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:35:36";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:35:46";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:35:47";87.240.131.204;80;10.99.1.12;51346;6;954;tcp
"2013-07-05 14:35:47";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:35:47";10.99.1.12;51346;87.240.131.204;80;6;1454;tcp
"2013-07-05 14:35:51";10.99.1.12;51406;87.240.134.178;80;6;1444;tcp
"2013-07-05 14:35:52";87.240.134.178;80;10.99.1.12;51406;6;950;tcp
"2013-07-05 14:35:56";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:35:57";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:36:06";93.191.13.103;80;10.99.1.12;51530;3;124;tcp
"2013-07-05 14:36:07";10.99.1.12;51530;93.191.13.103;80;4;172;tcp
"2013-07-05 14:36:07";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:36:07";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:36:16";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:36:17";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:36:26";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:36:27";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:36:36";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:36:37";87.240.131.204;80;10.99.1.12;51346;6;954;tcp
"2013-07-05 14:36:37";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:36:37";10.99.1.12;51346;87.240.131.204;80;6;1454;tcp
"2013-07-05 14:36:41";10.99.1.12;51406;87.240.134.178;80;6;1444;tcp
"2013-07-05 14:36:42";87.240.134.178;80;10.99.1.12;51406;6;950;tcp
"2013-07-05 14:36:46";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:36:47";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:36:56";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:36:57";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:37:06";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:37:07";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:37:16";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:37:17";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:37:21";93.191.13.103;80;10.99.1.12;51531;3;124;tcp
"2013-07-05 14:37:22";10.99.1.12;51531;93.191.13.103;80;4;172;tcp
"2013-07-05 14:37:26";10.99.1.12;51346;87.240.131.204;80;6;1454;tcp
"2013-07-05 14:37:27";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:37:27";87.240.131.204;80;10.99.1.12;51346;6;954;tcp
"2013-07-05 14:37:27";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:37:31";10.99.1.12;51406;87.240.134.178;80;6;1444;tcp
"2013-07-05 14:37:32";87.240.134.178;80;10.99.1.12;51406;6;950;tcp
"2013-07-05 14:37:36";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:37:37";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:37:46";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:37:47";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:37:57";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:37:57";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:38:06";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:38:06";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:38:16";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:38:16";10.99.1.12;51532;74.125.232.207;443;38;2329;tcp
"2013-07-05 14:38:17";74.125.232.207;443;10.99.1.12;51532;65;85007;tcp
"2013-07-05 14:38:17";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:38:21";10.99.1.12;51346;87.240.131.204;80;6;1454;tcp
"2013-07-05 14:38:21";87.240.131.204;80;10.99.1.12;51346;6;954;tcp
"2013-07-05 14:38:26";10.99.1.12;51406;87.240.134.178;80;6;1444;tcp
"2013-07-05 14:38:26";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:38:27";87.240.134.178;80;10.99.1.12;51406;6;950;tcp
"2013-07-05 14:38:27";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:38:36";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:38:36";93.191.13.103;80;10.99.1.12;51533;2;84;tcp
"2013-07-05 14:38:37";10.99.1.12;51533;93.191.13.103;80;4;172;tcp
"2013-07-05 14:38:37";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:38:46";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:38:46";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:38:56";10.99.1.12;51537;119.255.133.66;443;6;254;tcp
"2013-07-05 14:38:56";10.99.1.12;51536;130.117.190.150;443;6;254;tcp
"2013-07-05 14:38:57";119.255.133.36;443;10.99.1.12;51535;4;166;tcp
"2013-07-05 14:38:57";10.99.1.12;51535;119.255.133.36;443;6;254;tcp
"2013-07-05 14:38:57";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:38:57";130.117.190.156;443;10.99.1.12;51538;4;166;tcp
"2013-07-05 14:38:57";173.194.47.201;443;10.99.1.12;51529;3;161;tcp
"2013-07-05 14:38:57";10.99.1.12;51529;173.194.47.201;443;2;80;tcp
"2013-07-05 14:38:57";119.255.133.33;443;10.99.1.12;51534;4;166;tcp
"2013-07-05 14:38:57";10.99.1.12;51538;130.117.190.156;443;6;254;tcp
"2013-07-05 14:38:57";130.117.190.150;443;10.99.1.12;51536;4;166;tcp
"2013-07-05 14:38:57";119.255.133.66;443;10.99.1.12;51537;4;166;tcp
"2013-07-05 14:38:57";10.99.1.12;51534;119.255.133.33;443;6;254;tcp
"2013-07-05 14:38:57";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:38:57";10.99.1.12;51543;130.117.190.201;443;6;254;tcp
"2013-07-05 14:38:57";149.13.68.132;443;10.99.1.12;51550;4;166;tcp
"2013-07-05 14:38:57";10.99.1.12;51545;130.117.190.207;443;6;254;tcp
"2013-07-05 14:38:57";10.99.1.12;51541;130.117.190.192;443;6;254;tcp
"2013-07-05 14:38:57";130.117.190.201;443;10.99.1.12;51543;4;166;tcp
"2013-07-05 14:38:57";10.99.1.12;51540;130.117.190.168;443;6;254;tcp
"2013-07-05 14:38:57";130.117.190.162;443;10.99.1.12;51539;4;166;tcp
"2013-07-05 14:38:57";10.99.1.12;51546;130.117.190.210;443;6;254;tcp
"2013-07-05 14:38:57";149.13.68.135;443;10.99.1.12;51551;4;166;tcp
"2013-07-05 14:38:57";130.117.190.195;443;10.99.1.12;51542;4;166;tcp
"2013-07-05 14:38:57";10.99.1.12;51550;149.13.68.132;443;6;254;tcp
"2013-07-05 14:38:57";130.117.190.192;443;10.99.1.12;51541;4;166;tcp
"2013-07-05 14:38:57";10.99.1.12;51551;149.13.68.135;443;6;254;tcp
"2013-07-05 14:38:57";10.99.1.12;51539;130.117.190.162;443;6;254;tcp
"2013-07-05 14:38:57";130.117.190.210;443;10.99.1.12;51546;4;166;tcp
"2013-07-05 14:38:57";10.99.1.12;51542;130.117.190.195;443;6;254;tcp
"2013-07-05 14:38:57";130.117.190.216;443;10.99.1.12;51549;4;166;tcp
"2013-07-05 14:38:57";202.177.216.233;443;10.99.1.12;51553;4;166;tcp
"2013-07-05 14:38:57";10.99.1.12;51547;130.117.190.213;443;6;254;tcp
"2013-07-05 14:38:57";149.13.68.156;443;10.99.1.12;51552;4;166;tcp
"2013-07-05 14:38:57";10.99.1.12;51552;149.13.68.156;443;6;254;tcp
"2013-07-05 14:38:57";130.117.190.204;443;10.99.1.12;51544;4;166;tcp
"2013-07-05 14:38:57";10.99.1.12;51548;130.117.190.250;443;6;254;tcp
"2013-07-05 14:38:57";130.117.190.207;443;10.99.1.12;51545;4;166;tcp
"2013-07-05 14:38:57";130.117.190.168;443;10.99.1.12;51540;4;166;tcp
"2013-07-05 14:38:57";130.117.190.250;443;10.99.1.12;51548;4;166;tcp
"2013-07-05 14:38:57";10.99.1.12;51549;130.117.190.216;443;6;254;tcp
"2013-07-05 14:38:57";10.99.1.12;51544;130.117.190.204;443;6;254;tcp
"2013-07-05 14:38:57";130.117.190.213;443;10.99.1.12;51547;4;166;tcp
"2013-07-05 14:38:57";10.99.1.12;51553;202.177.216.233;443;6;254;tcp
"2013-07-05 14:39:01";10.99.1.12;51566;62.128.100.41;443;6;254;tcp
"2013-07-05 14:39:02";10.99.1.12;51556;27.111.185.138;443;6;254;tcp
"2013-07-05 14:39:02";62.128.100.39;443;10.99.1.12;51565;4;166;tcp
"2013-07-05 14:39:02";10.99.1.12;51559;38.113.165.122;443;6;254;tcp
"2013-07-05 14:39:02";62.128.100.107;443;10.99.1.12;51562;4;166;tcp
"2013-07-05 14:39:02";38.113.165.86;443;10.99.1.12;51561;4;166;tcp
"2013-07-05 14:39:02";27.111.185.141;443;10.99.1.12;51557;4;166;tcp
"2013-07-05 14:39:02";10.99.1.12;51562;62.128.100.107;443;6;254;tcp
"2013-07-05 14:39:02";10.99.1.12;51565;62.128.100.39;443;6;254;tcp
"2013-07-05 14:39:02";38.113.165.122;443;10.99.1.12;51559;4;166;tcp
"2013-07-05 14:39:02";10.99.1.12;51554;202.177.216.236;443;6;254;tcp
"2013-07-05 14:39:02";10.99.1.12;51561;38.113.165.86;443;6;254;tcp
"2013-07-05 14:39:02";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 14:39:02";10.99.1.12;51564;62.128.100.37;443;6;254;tcp
"2013-07-05 14:39:02";10.99.1.12;51555;27.111.185.135;443;6;254;tcp
"2013-07-05 14:39:02";62.128.100.43;443;10.99.1.12;51567;4;166;tcp
"2013-07-05 14:39:02";202.177.216.236;443;10.99.1.12;51554;4;166;tcp
"2013-07-05 14:39:02";27.111.185.135;443;10.99.1.12;51555;4;166;tcp
"2013-07-05 14:39:02";27.111.185.138;443;10.99.1.12;51556;4;166;tcp
"2013-07-05 14:39:02";62.128.100.41;443;10.99.1.12;51566;4;166;tcp
"2013-07-05 14:39:02";62.128.100.35;443;10.99.1.12;51563;4;166;tcp
"2013-07-05 14:39:02";10.99.1.12;51560;38.113.165.77;443;6;254;tcp
"2013-07-05 14:39:02";10.99.1.12;51567;62.128.100.43;443;6;254;tcp
"2013-07-05 14:39:02";10.99.1.12;51563;62.128.100.35;443;6;254;tcp
"2013-07-05 14:39:02";10.99.1.12;51558;27.111.185.144;443;6;254;tcp
"2013-07-05 14:39:02";38.113.165.77;443;10.99.1.12;51560;4;166;tcp
"2013-07-05 14:39:02";62.128.100.37;443;10.99.1.12;51564;4;166;tcp
"2013-07-05 14:39:02";10.99.1.12;51557;27.111.185.141;443;6;254;tcp
"2013-07-05 14:39:02";27.111.185.144;443;10.99.1.12;51558;4;166;tcp
"2013-07-05 14:39:02";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 14:39:11";62.128.100.94;443;10.99.1.12;51573;4;166;tcp
"2013-07-05 14:39:11";10.99.1.12;51571;62.128.100.84;443;6;254;tcp
"2013-07-05 14:39:12";62.128.100.77;443;10.99.1.12;51570;4;166;tcp
"2013-07-05 14:39:12";62.128.100.59;443;10.99.1.12;51568;4;166;tcp
"2013-07-05 14:39:12";10.99.1.12;51573;62.128.100.94;443;6;254;tcp
"2013-07-05 14:39:12";62.128.100.93;443;10.99.1.12;51572;4;166;tcp
"2013-07-05 14:39:12";62.128.100.84;443;10.99.1.12;51571;4;166;tcp
