Время;"IP источника";"порт источника";"IP получателя";"порт получателя";пакетов;байт;протокол
"2013-07-05 13:40:47";208.76.170.27;80;10.99.1.12;51158;2;80;tcp
"2013-07-05 13:40:47";74.125.143.138;443;10.99.1.12;51429;128;157590;tcp
"2013-07-05 13:40:47";10.99.1.12;51158;208.76.170.27;80;2;80;tcp
"2013-07-05 13:40:47";10.99.1.12;51170;87.242.88.94;80;2;80;tcp
"2013-07-05 13:40:47";10.99.1.12;51121;217.29.55.39;80;2;80;tcp
"2013-07-05 13:40:47";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 13:40:51";217.212.252.162;443;10.99.1.12;51186;3;173;tcp
"2013-07-05 13:40:51";10.99.1.12;51429;74.125.143.138;443;50;3138;tcp
"2013-07-05 13:40:52";10.99.1.12;51186;217.212.252.162;443;2;80;tcp
"2013-07-05 13:40:56";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 13:40:56";87.240.131.204;80;10.99.1.12;51346;5;557;tcp
"2013-07-05 13:40:57";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 13:41:01";10.99.1.12;51406;87.240.134.178;80;6;1444;tcp
"2013-07-05 13:41:01";87.240.134.178;80;10.99.1.12;51406;6;950;tcp
"2013-07-05 13:41:02";10.99.1.12;51242;88.208.58.25;80;2;80;tcp
"2013-07-05 13:41:02";10.99.1.12;51160;208.76.170.27;80;2;80;tcp
"2013-07-05 13:41:02";10.99.1.12;51236;88.208.58.25;80;2;80;tcp
"2013-07-05 13:41:02";178.218.214.38;80;10.99.1.12;51228;2;80;tcp
"2013-07-05 13:41:02";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 13:41:02";10.99.1.12;51245;217.29.55.10;80;2;80;tcp
"2013-07-05 13:41:02";10.99.1.12;51246;217.29.55.12;80;2;80;tcp
"2013-07-05 13:41:02";178.218.210.194;80;10.99.1.12;51226;2;80;tcp
"2013-07-05 13:41:02";88.208.58.25;80;10.99.1.12;51240;2;80;tcp
"2013-07-05 13:41:02";178.218.210.194;80;10.99.1.12;51225;2;80;tcp
"2013-07-05 13:41:02";10.99.1.12;51226;178.218.210.194;80;2;80;tcp
"2013-07-05 13:41:02";87.242.88.85;80;10.99.1.12;51223;2;80;tcp
"2013-07-05 13:41:02";217.29.55.12;80;10.99.1.12;51246;2;80;tcp
"2013-07-05 13:41:02";10.99.1.12;51240;88.208.58.25;80;2;80;tcp
"2013-07-05 13:41:02";10.99.1.12;51241;88.208.59.211;80;2;80;tcp
"2013-07-05 13:41:02";10.99.1.12;51230;178.218.216.108;80;2;80;tcp
"2013-07-05 13:41:02";93.191.13.103;80;10.99.1.12;51427;3;124;tcp
"2013-07-05 13:41:02";10.99.1.12;51223;87.242.88.85;80;2;80;tcp
"2013-07-05 13:41:02";178.218.216.108;80;10.99.1.12;51232;2;80;tcp
"2013-07-05 13:41:02";217.29.55.10;80;10.99.1.12;51245;2;80;tcp
"2013-07-05 13:41:02";88.208.58.25;80;10.99.1.12;51239;2;80;tcp
"2013-07-05 13:41:02";10.99.1.12;51229;178.218.216.108;80;2;80;tcp
"2013-07-05 13:41:02";10.99.1.12;51228;178.218.214.38;80;2;80;tcp
"2013-07-05 13:41:02";208.76.170.27;80;10.99.1.12;51160;2;80;tcp
"2013-07-05 13:41:02";10.99.1.12;51427;93.191.13.103;80;4;172;tcp
"2013-07-05 13:41:02";10.99.1.12;51232;178.218.216.108;80;2;80;tcp
"2013-07-05 13:41:02";10.99.1.12;51239;88.208.58.25;80;2;80;tcp
"2013-07-05 13:41:02";88.208.58.25;80;10.99.1.12;51242;2;80;tcp
"2013-07-05 13:41:02";10.99.1.12;51225;178.218.210.194;80;2;80;tcp
"2013-07-05 13:41:02";88.208.59.211;80;10.99.1.12;51241;2;80;tcp
"2013-07-05 13:41:06";178.218.216.108;80;10.99.1.12;51229;2;80;tcp
"2013-07-05 13:41:06";178.218.216.108;80;10.99.1.12;51230;2;80;tcp
"2013-07-05 13:41:07";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 13:41:07";88.208.59.211;80;10.99.1.12;51244;2;80;tcp
"2013-07-05 13:41:07";88.208.58.25;80;10.99.1.12;51236;2;80;tcp
"2013-07-05 13:41:07";10.99.1.12;51244;88.208.59.211;80;2;80;tcp
"2013-07-05 13:41:11";10.99.1.12;51263;217.212.252.162;443;2;80;tcp
"2013-07-05 13:41:11";217.212.252.162;443;10.99.1.12;51263;3;173;tcp
"2013-07-05 13:41:16";10.99.1.12;51308;87.240.131.120;80;2;80;tcp
"2013-07-05 13:41:16";87.240.131.120;80;10.99.1.12;51308;2;80;tcp
"2013-07-05 13:41:17";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 13:41:17";10.99.1.12;51280;217.29.55.14;80;2;80;tcp
"2013-07-05 13:41:17";217.29.55.14;80;10.99.1.12;51280;2;80;tcp
"2013-07-05 13:41:17";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 13:41:21";10.99.1.12;51346;87.240.131.204;80;6;1454;tcp
"2013-07-05 13:41:22";10.99.1.12;51047;74.125.232.16;443;1;121;tcp
"2013-07-05 13:41:22";10.99.1.12;51048;74.125.232.16;443;1;121;tcp
"2013-07-05 13:41:22";10.99.1.12;51044;74.125.232.64;443;1;121;tcp
"2013-07-05 13:41:22";10.99.1.12;51046;74.125.143.95;443;1;121;tcp
"2013-07-05 13:41:22";87.240.184.97;80;10.99.1.12;51352;2;80;tcp
"2013-07-05 13:41:22";10.99.1.12;51361;95.142.194.7;80;2;80;tcp
"2013-07-05 13:41:22";87.240.131.120;80;10.99.1.12;51311;2;80;tcp
"2013-07-05 13:41:22";10.99.1.12;51368;87.240.142.172;80;2;80;tcp
"2013-07-05 13:41:22";217.29.55.39;80;10.99.1.12;51120;2;80;tcp
"2013-07-05 13:41:22";87.240.139.202;80;10.99.1.12;51369;2;80;tcp
"2013-07-05 13:41:22";10.99.1.12;51352;87.240.184.97;80;2;80;tcp
"2013-07-05 13:41:22";87.240.131.120;80;10.99.1.12;51310;2;80;tcp
"2013-07-05 13:41:22";10.99.1.12;51354;87.240.137.3;80;2;80;tcp
"2013-07-05 13:41:22";10.99.1.12;51120;217.29.55.39;80;2;80;tcp
"2013-07-05 13:41:22";10.99.1.12;51053;74.125.232.239;443;1;119;tcp
"2013-07-05 13:41:22";10.99.1.12;51311;87.240.131.120;80;2;80;tcp
"2013-07-05 13:41:22";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 13:41:22";10.99.1.12;51190;69.171.237.20;443;3;120;tcp
"2013-07-05 13:41:22";10.99.1.12;51369;87.240.139.202;80;2;80;tcp
"2013-07-05 13:41:22";10.99.1.12;51309;87.240.131.120;80;2;80;tcp
"2013-07-05 13:41:22";217.29.55.40;80;10.99.1.12;51115;2;80;tcp
"2013-07-05 13:41:22";87.240.182.181;80;10.99.1.12;51366;2;80;tcp
"2013-07-05 13:41:22";10.99.1.12;51179;62.152.53.250;80;2;80;tcp
"2013-07-05 13:41:22";10.99.1.12;51357;87.240.188.163;80;2;80;tcp
"2013-07-05 13:41:22";10.99.1.12;51367;93.186.229.235;80;2;80;tcp
"2013-07-05 13:41:22";69.171.237.20;443;10.99.1.12;51190;4;228;tcp
"2013-07-05 13:41:22";62.152.53.250;80;10.99.1.12;51179;2;80;tcp
"2013-07-05 13:41:22";87.240.133.124;80;10.99.1.12;51359;2;80;tcp
"2013-07-05 13:41:22";10.99.1.12;51115;217.29.55.40;80;2;80;tcp
"2013-07-05 13:41:22";10.99.1.12;51366;87.240.182.181;80;2;80;tcp
"2013-07-05 13:41:22";87.240.188.163;80;10.99.1.12;51357;2;80;tcp
"2013-07-05 13:41:22";95.142.194.7;80;10.99.1.12;51361;2;80;tcp
"2013-07-05 13:41:22";93.186.235.68;80;10.99.1.12;51360;2;80;tcp
"2013-07-05 13:41:22";10.99.1.12;51310;87.240.131.120;80;2;80;tcp
"2013-07-05 13:41:26";87.240.142.172;80;10.99.1.12;51368;2;80;tcp
"2013-07-05 13:41:26";87.240.131.120;80;10.99.1.12;51309;2;80;tcp
"2013-07-05 13:41:27";87.240.137.3;80;10.99.1.12;51354;2;80;tcp
"2013-07-05 13:41:27";10.99.1.12;51359;87.240.133.124;80;2;80;tcp
"2013-07-05 13:41:27";93.186.229.235;80;10.99.1.12;51367;2;80;tcp
"2013-07-05 13:41:27";10.99.1.12;51360;93.186.235.68;80;2;80;tcp
"2013-07-05 13:41:27";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 13:41:31";10.99.1.12;51421;87.240.130.141;80;2;80;tcp
"2013-07-05 13:41:32";10.99.1.12;51423;87.240.190.153;80;2;80;tcp
"2013-07-05 13:41:32";87.240.150.133;80;10.99.1.12;51422;2;80;tcp
"2013-07-05 13:41:32";10.99.1.12;51422;87.240.150.133;80;2;80;tcp
"2013-07-05 13:41:32";10.99.1.12;51296;178.218.210.194;80;2;80;tcp
"2013-07-05 13:41:32";82.194.235.6;80;10.99.1.12;51418;2;80;tcp
"2013-07-05 13:41:32";10.99.1.12;51248;88.212.196.123;80;2;80;tcp
"2013-07-05 13:41:32";10.99.1.12;51143;88.212.196.123;80;2;80;tcp
"2013-07-05 13:41:32";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 13:41:32";88.212.196.123;80;10.99.1.12;51143;2;80;tcp
"2013-07-05 13:41:32";178.218.210.194;80;10.99.1.12;51296;2;80;tcp
"2013-07-05 13:41:32";88.212.196.123;80;10.99.1.12;51227;2;80;tcp
"2013-07-05 13:41:32";87.240.130.141;80;10.99.1.12;51421;2;80;tcp
"2013-07-05 13:41:32";10.99.1.12;51224;88.212.196.123;80;2;80;tcp
"2013-07-05 13:41:32";173.194.71.91;443;10.99.1.12;51428;12;5999;tcp
"2013-07-05 13:41:32";10.99.1.12;51428;173.194.71.91;443;11;1757;tcp
"2013-07-05 13:41:32";82.194.235.6;80;10.99.1.12;51416;2;80;tcp
"2013-07-05 13:41:32";87.240.136.99;80;10.99.1.12;51424;2;80;tcp
"2013-07-05 13:41:32";10.99.1.12;51416;82.194.235.6;80;2;80;tcp
"2013-07-05 13:41:32";178.218.210.194;80;10.99.1.12;51295;2;80;tcp
"2013-07-05 13:41:32";82.194.235.6;80;10.99.1.12;51417;2;80;tcp
"2013-07-05 13:41:32";10.99.1.12;51417;82.194.235.6;80;2;80;tcp
"2013-07-05 13:41:32";87.240.190.153;80;10.99.1.12;51423;2;80;tcp
"2013-07-05 13:41:32";10.99.1.12;51227;88.212.196.123;80;2;80;tcp
"2013-07-05 13:41:32";10.99.1.12;51424;87.240.136.99;80;2;80;tcp
"2013-07-05 13:41:32";88.212.196.123;80;10.99.1.12;51248;2;80;tcp
"2013-07-05 13:41:32";10.99.1.12;51295;178.218.210.194;80;2;80;tcp
"2013-07-05 13:41:32";10.99.1.12;51418;82.194.235.6;80;2;80;tcp
"2013-07-05 13:41:32";88.212.196.123;80;10.99.1.12;51224;2;80;tcp
"2013-07-05 13:41:32";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 13:41:46";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 13:41:46";87.240.131.204;80;10.99.1.12;51346;6;954;tcp
"2013-07-05 13:41:47";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 13:41:51";74.125.143.138;443;10.99.1.12;51429;31;41989;tcp
"2013-07-05 13:41:56";10.99.1.12;51406;87.240.134.178;80;6;1444;tcp
"2013-07-05 13:41:56";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 13:41:57";87.240.134.178;80;10.99.1.12;51406;6;950;tcp
"2013-07-05 13:41:57";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 13:42:06";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 13:42:06";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 13:42:11";10.99.1.12;51346;87.240.131.204;80;6;1454;tcp
"2013-07-05 13:42:11";217.212.252.162;443;10.99.1.12;51262;3;173;tcp
"2013-07-05 13:42:12";10.99.1.12;51262;217.212.252.162;443;2;80;tcp
"2013-07-05 13:42:16";74.125.232.65;443;10.99.1.12;51054;3;161;tcp
"2013-07-05 13:42:16";10.99.1.12;51054;74.125.232.65;443;2;80;tcp
"2013-07-05 13:42:17";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 13:42:17";10.99.1.12;51055;74.125.143.95;443;3;120;tcp
"2013-07-05 13:42:17";10.99.1.12;51059;74.125.232.17;443;2;80;tcp
"2013-07-05 13:42:17";74.125.232.17;443;10.99.1.12;51059;3;161;tcp
"2013-07-05 13:42:17";74.125.143.95;443;10.99.1.12;51055;4;262;tcp
"2013-07-05 13:42:17";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 13:42:21";10.99.1.12;51430;93.191.13.103;80;4;172;tcp
"2013-07-05 13:42:21";93.191.13.103;80;10.99.1.12;51430;3;124;tcp
"2013-07-05 13:42:22";87.240.131.204;80;10.99.1.12;51346;6;1416;tcp
"2013-07-05 13:42:26";10.99.1.12;51346;87.240.131.204;80;4;767;tcp
"2013-07-05 13:42:26";93.158.134.203;0;10.99.1.12;0;6;360;icmp
"2013-07-05 13:42:27";74.125.232.78;443;10.99.1.12;51091;3;161;tcp
"2013-07-05 13:42:27";10.99.1.12;51091;74.125.232.78;443;2;80;tcp
"2013-07-05 13:42:27";10.99.1.12;8;93.158.134.203;0;6;360;icmp
"2013-07-05 13:42:36";173.194.47.247;443;10.99.1.12;51072;3;161;tcp
"2013-07-05 13:42:36";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 13:42:37";10.99.1.12;51072;173.194.47.247;443;2;80;tcp
"2013-07-05 13:42:37";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 13:42:41";10.99.1.12;51346;87.240.131.204;80;5;1414;tcp
"2013-07-05 13:42:41";87.240.131.204;80;10.99.1.12;51346;6;1904;tcp
"2013-07-05 13:42:46";10.99.1.12;51406;87.240.134.178;80;6;1444;tcp
"2013-07-05 13:42:46";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 13:42:47";87.240.134.178;80;10.99.1.12;51406;6;950;tcp
"2013-07-05 13:42:47";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 13:42:56";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 13:42:56";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 13:43:06";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 13:43:06";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 13:43:16";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 13:43:16";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 13:43:21";93.191.13.103;80;10.99.1.12;51431;3;124;tcp
"2013-07-05 13:43:21";10.99.1.12;51431;93.191.13.103;80;4;172;tcp
"2013-07-05 13:43:26";10.99.1.12;51130;173.194.47.168;443;2;80;tcp
"2013-07-05 13:43:26";173.194.47.168;443;10.99.1.12;51130;3;161;tcp
"2013-07-05 13:43:27";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 13:43:27";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 13:43:31";10.99.1.12;51346;87.240.131.204;80;4;767;tcp
"2013-07-05 13:43:31";87.240.131.204;80;10.99.1.12;51346;4;874;tcp
"2013-07-05 13:43:36";10.99.1.12;51406;87.240.134.178;80;6;1444;tcp
"2013-07-05 13:43:36";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 13:43:36";87.240.134.178;80;10.99.1.12;51406;6;950;tcp
"2013-07-05 13:43:37";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 13:43:41";10.99.1.12;51432;74.125.232.65;80;4;681;tcp
"2013-07-05 13:43:42";74.125.232.65;80;10.99.1.12;51432;3;1005;tcp
"2013-07-05 13:43:46";173.194.47.175;80;10.99.1.12;51433;4;2351;tcp
"2013-07-05 13:43:47";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 13:43:47";10.99.1.12;51433;173.194.47.175;80;4;455;tcp
"2013-07-05 13:43:47";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 13:43:56";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 13:43:57";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 13:44:01";10.99.1.12;51346;87.240.131.204;80;8;2141;tcp
"2013-07-05 13:44:02";87.240.131.204;80;10.99.1.12;51346;8;1543;tcp
"2013-07-05 13:44:06";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 13:44:07";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 13:44:16";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 13:44:17";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 13:44:26";10.99.1.12;51406;87.240.134.178;80;6;1444;tcp
"2013-07-05 13:44:27";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 13:44:27";87.240.134.178;80;10.99.1.12;51406;6;950;tcp
"2013-07-05 13:44:27";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 13:44:31";217.212.252.138;443;10.99.1.12;51362;2;133;tcp
"2013-07-05 13:44:32";217.212.252.162;443;10.99.1.12;51261;2;133;tcp
"2013-07-05 13:44:32";10.99.1.12;51261;217.212.252.162;443;3;160;tcp
"2013-07-05 13:44:32";217.212.252.162;443;10.99.1.12;51185;2;133;tcp
"2013-07-05 13:44:32";10.99.1.12;51301;87.240.143.242;443;2;80;tcp
"2013-07-05 13:44:32";87.240.143.242;443;10.99.1.12;51301;1;40;tcp
"2013-07-05 13:44:32";10.99.1.12;51362;217.212.252.138;443;3;160;tcp
"2013-07-05 13:44:32";10.99.1.12;51185;217.212.252.162;443;3;160;tcp
"2013-07-05 13:44:36";10.99.1.12;51346;87.240.131.204;80;6;1454;tcp
"2013-07-05 13:44:37";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 13:44:37";93.191.13.100;80;10.99.1.12;51434;3;124;tcp
"2013-07-05 13:44:37";10.99.1.12;51434;93.191.13.100;80;4;172;tcp
"2013-07-05 13:44:37";87.240.131.204;80;10.99.1.12;51346;6;1783;tcp
"2013-07-05 13:44:37";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 13:44:46";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 13:44:47";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 13:44:51";10.99.1.12;51432;74.125.232.65;80;2;80;tcp
"2013-07-05 13:44:52";74.125.232.65;80;10.99.1.12;51432;2;80;tcp
"2013-07-05 13:44:56";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 13:44:57";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 13:45:06";93.158.134.203;0;10.99.1.12;0;9;540;icmp
"2013-07-05 13:45:07";10.99.1.12;8;93.158.134.203;0;9;540;icmp
"2013-07-05 13:45:16";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 13:45:17";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 13:45:21";10.99.1.12;51406;87.240.134.178;80;6;1444;tcp
"2013-07-05 13:45:22";87.240.134.178;80;10.99.1.12;51406;6;950;tcp
"2013-07-05 13:45:26";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 13:45:27";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 13:45:31";10.99.1.12;51346;87.240.131.204;80;6;1454;tcp
"2013-07-05 13:45:32";87.240.131.204;80;10.99.1.12;51346;6;954;tcp
"2013-07-05 13:45:36";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 13:45:37";173.194.71.91;443;10.99.1.12;51428;4;262;tcp
"2013-07-05 13:45:37";10.99.1.12;51428;173.194.71.91;443;3;120;tcp
"2013-07-05 13:45:37";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 13:45:46";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 13:45:47";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 13:45:51";173.194.47.175;80;10.99.1.12;51433;2;80;tcp
"2013-07-05 13:45:52";10.99.1.12;51435;93.191.13.100;80;4;172;tcp
"2013-07-05 13:45:52";74.125.143.138;443;10.99.1.12;51429;4;262;tcp
"2013-07-05 13:45:52";93.191.13.100;80;10.99.1.12;51435;3;124;tcp
"2013-07-05 13:45:52";10.99.1.12;51433;173.194.47.175;80;2;80;tcp
"2013-07-05 13:45:52";10.99.1.12;51429;74.125.143.138;443;3;120;tcp
"2013-07-05 13:45:57";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 13:45:57";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 13:46:06";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 13:46:06";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 13:46:11";10.99.1.12;51406;87.240.134.178;80;6;1444;tcp
"2013-07-05 13:46:11";87.240.134.178;80;10.99.1.12;51406;6;950;tcp
"2013-07-05 13:46:16";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 13:46:16";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 13:46:21";10.99.1.12;51346;87.240.131.204;80;6;1454;tcp
"2013-07-05 13:46:21";87.240.131.204;80;10.99.1.12;51346;6;954;tcp
"2013-07-05 13:46:26";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 13:46:26";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 13:46:36";93.158.134.203;0;10.99.1.12;0;5;300;icmp
"2013-07-05 13:46:36";10.99.1.12;8;93.158.134.203;0;6;360;icmp
"2013-07-05 13:46:46";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 13:46:46";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 13:46:51";93.191.13.103;80;10.99.1.12;51436;3;124;tcp
"2013-07-05 13:46:51";10.99.1.12;51436;93.191.13.103;80;4;172;tcp
"2013-07-05 13:46:56";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 13:46:56";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 13:47:01";10.99.1.12;51406;87.240.134.178;80;4;762;tcp
"2013-07-05 13:47:01";87.240.134.178;80;10.99.1.12;51406;4;870;tcp
"2013-07-05 13:47:06";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 13:47:06";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 13:47:11";10.99.1.12;51346;87.240.131.204;80;6;1454;tcp
"2013-07-05 13:47:11";87.240.131.204;80;10.99.1.12;51346;6;954;tcp
"2013-07-05 13:47:16";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 13:47:16";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 13:47:26";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 13:47:26";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 13:47:31";10.99.1.12;51406;87.240.134.178;80;5;1404;tcp
"2013-07-05 13:47:31";87.240.134.178;80;10.99.1.12;51406;5;555;tcp
"2013-07-05 13:47:36";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 13:47:36";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 13:47:46";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 13:47:47";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 13:47:56";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 13:47:57";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 13:48:01";10.99.1.12;51346;87.240.131.204;80;6;1454;tcp
"2013-07-05 13:48:02";87.240.131.204;80;10.99.1.12;51346;6;954;tcp
"2013-07-05 13:48:06";93.191.13.103;80;10.99.1.12;51437;3;124;tcp
"2013-07-05 13:48:07";10.99.1.12;51437;93.191.13.103;80;4;172;tcp
"2013-07-05 13:48:07";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 13:48:07";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 13:48:16";10.99.1.12;51444;89.108.73.44;80;5;679;tcp
"2013-07-05 13:48:17";10.99.1.12;51442;89.108.73.44;80;6;834;tcp
"2013-07-05 13:48:17";89.108.73.44;80;10.99.1.12;51440;5;694;tcp
"2013-07-05 13:48:17";93.158.134.203;0;10.99.1.12;0;9;540;icmp
"2013-07-05 13:48:17";89.108.73.44;80;10.99.1.12;51442;6;734;tcp
"2013-07-05 13:48:17";10.99.1.12;51441;89.108.73.44;80;6;845;tcp
"2013-07-05 13:48:17";89.108.73.44;80;10.99.1.12;51441;6;734;tcp
"2013-07-05 13:48:17";10.99.1.12;51438;89.108.73.44;80;6;845;tcp
"2013-07-05 13:48:17";89.108.73.44;80;10.99.1.12;51443;5;694;tcp
"2013-07-05 13:48:17";89.108.73.44;80;10.99.1.12;51439;6;734;tcp
"2013-07-05 13:48:17";10.99.1.12;51440;89.108.73.44;80;5;679;tcp
"2013-07-05 13:48:17";89.108.73.44;80;10.99.1.12;51444;5;694;tcp
"2013-07-05 13:48:17";10.99.1.12;51439;89.108.73.44;80;6;845;tcp
"2013-07-05 13:48:17";10.99.1.12;51443;89.108.73.44;80;5;721;tcp
"2013-07-05 13:48:17";89.108.73.44;80;10.99.1.12;51438;6;734;tcp
"2013-07-05 13:48:17";10.99.1.12;8;93.158.134.203;0;9;540;icmp
"2013-07-05 13:48:21";10.99.1.12;51406;87.240.134.178;80;6;1444;tcp
"2013-07-05 13:48:22";87.240.134.178;80;10.99.1.12;51406;6;950;tcp
"2013-07-05 13:48:26";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 13:48:27";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 13:48:36";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 13:48:37";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 13:48:46";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 13:48:47";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 13:48:56";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 13:48:57";87.240.131.204;80;10.99.1.12;51346;6;954;tcp
"2013-07-05 13:48:57";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 13:48:57";10.99.1.12;51346;87.240.131.204;80;6;1454;tcp
"2013-07-05 13:49:06";10.99.1.12;51445;93.191.13.103;80;4;172;tcp
"2013-07-05 13:49:07";93.158.134.203;0;10.99.1.12;0;10;600;icmp
"2013-07-05 13:49:07";10.99.1.12;8;93.158.134.203;0;10;600;icmp
"2013-07-05 13:49:07";93.191.13.103;80;10.99.1.12;51445;3;124;tcp
"2013-07-05 13:49:11";10.99.1.12;51406;87.240.134.178;80;6;1444;tcp
"2013-07-05 13:49:12";87.240.134.178;80;10.99.1.12;51406;6;950;tcp
"2013-07-05 13:49:16";93.158.134.203;0;10.99.1.12;0;10;600;icmp
